id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
661209714290754336,Condo in Providence · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,466769004,Alexey,Providence,Providence,41.82816,-71.4393,Private room,38,1,52,2023-12-25,2.93,12,56,26,
661212752098598999,Condo in Providence · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,466769004,Alexey,Providence,Providence,41.82773,-71.43902,Private room,38,1,32,2023-11-05,1.80,12,56,19,
661481223294584811,Condo in Providence · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,466769004,Alexey,Providence,Providence,41.82909,-71.4378,Private room,38,1,69,2023-12-22,3.85,12,56,38,
661607991302484179,Condo in Providence · ★4.98 · 1 bedroom · 1 bath,174461833,Victoria,Providence,Providence,41.82479,-71.40968,Entire home/apt,91,2,55,2023-12-26,3.68,1,0,44,RE.04811-STR
661738266149062071,Serviced apartment in Pawtucket · ★4.84 · 1 bedroom · 1 bed · 1 bath,433915602,Byron,Providence,Pawtucket,41.86593,-71.37271,Entire home/apt,95,1,67,2023-10-22,3.77,1,11,43,RE.02895-STR
662364154083442114,Rental unit in Middletown · ★4.93 · 2 bedrooms · 2 beds · 2 baths,27268443,Lisel,Newport,Middletown,41.4861905,-71.270235,Entire home/apt,481,3,14,2023-09-17,1.70,40,203,14,State of RI: RE.01530-STR Middletown: STR-78
662376196919250222,Condo in Middletown · ★4.87 · 3 bedrooms · 4 beds · 2 baths,27268443,Lisel,Newport,Middletown,41.4861905,-71.270235,Entire home/apt,400,3,15,2023-11-29,1.00,40,316,14,State of RI: RE.01530-STR Middletown: STR-78
662382732757871181,Vacation home in Middletown · ★4.61 · 3 bedrooms · 4 beds · 2 baths,27268443,Lisel,Newport,Middletown,41.4861905,-71.270235,Entire home/apt,475,2,17,2023-10-01,2.60,40,0,17,State of RI: RE.01530-STR Middletown: STR-78
662385563507748924,Cottage in Middletown · ★4.81 · 3 bedrooms · 3 beds · 1 bath,4909665,W R G,Newport,Middletown,41.49317,-71.27968,Entire home/apt,239,7,21,2023-09-17,1.18,17,352,11,RE.01570-STR
662922064473698827,Guest suite in Westerly · 1 bedroom · 3 beds · 1 bath,467424327,Jodene,Washington,Westerly,41.3258,-71.81361,Entire home/apt,335,3,2,2023-09-05,0.36,1,365,2,
663104505404653552,Cottage in South Kingstown · ★4.95 · 2 bedrooms · 4 beds · 2 baths,33682558,Rachel,Washington,South Kingstown,41.38999144765879,-71.5221755951643,Entire home/apt,265,4,21,2023-10-23,1.32,1,206,14,RE.01157-STR
663258017854888954,Rental unit in Providence · 1 bedroom · 2 beds · 2 baths,467517744,Clayton,Providence,Providence,41.8544239,-71.4153951,Entire home/apt,203,14,0,,,1,364,0,
663749359860063587,Home in North Kingstown · 4 bedrooms · 7 beds · 3 baths,315871728,Rachel,Washington,North Kingstown,41.53973,-71.49037,Entire home/apt,262,5,1,2022-08-09,0.06,1,115,0,RE.00536-STR
663815210265623234,Rental unit in Providence · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,290390044,Marlyn,Providence,Providence,41.82237,-71.42309,Private room,33,3,8,2023-11-06,0.45,4,165,5,RE.01519-STR
664994820770959413,Home in Narragansett · ★4.63 · 3 bedrooms · 3 beds · 1.5 baths,467949413,Laureen,Washington,Narragansett,41.4301608,-71.4661014,Entire home/apt,424,3,8,2023-08-10,0.46,1,219,5,208688
665286153506880505,Home in East Providence · ★4.43 · 1 bedroom · 1 bed · 2 baths,468045453,Better Day Mgnt,Providence,East Providence,41.8125235,-71.3733219,Private room,75,1,21,2023-09-26,1.62,4,242,19,STR-22-11
665335126019493979,Rental unit in Tiverton · 1 bedroom · 1 bed · 1 private bath,338375969,John,Newport,Tiverton,41.6721119,-71.1866695,Private room,100,1,0,,,3,360,0,RE.01996-STR
665819689315846098,Rental unit in Providence · ★4.70 · 2 bedrooms · 7 beds · 1 bath,452437682,The Proper Rental,Providence,Providence,41.8154,-71.41487,Entire home/apt,91,1,61,2023-12-26,7.75,2,220,61,RE.01664-STR
665851800203787496,Rental unit in West Warwick · ★4.95 · 2 bedrooms · 6 beds · 1 bath,452437682,The Proper Rental,Kent,Warwick,41.71962,-71.48944,Entire home/apt,83,1,93,2023-12-19,5.24,2,353,71,RE.01664-STR
666567799669120735,Condo in Providence · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,379598601,Tanya,Providence,Providence,41.8215945,-71.4237442,Private room,37,3,9,2023-09-15,0.54,15,115,8,RE.02182-STR
666568122171925977,Home in Providence · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,379598601,Tanya,Providence,Providence,41.8215945,-71.4237442,Private room,35,3,24,2023-11-05,1.43,15,163,17,RE.02182-STR
666633295568067868,Home in Providence · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,254410731,Eric,Providence,Providence,41.81179,-71.42308,Private room,46,3,13,2023-10-07,0.76,5,0,10,00756
666680063593285747,Home in Narragansett · ★4.75 · 2 bedrooms · 3 beds · 1 bath,52460413,Kristin,Washington,Narragansett,41.38175,-71.48911,Entire home/apt,200,7,8,2023-08-27,0.49,1,83,7,
667228365977015948,Condo in Newport · 4 bedrooms · 4 beds · 2 baths,449397535,Leslie,Newport,Newport,41.48576,-71.30782,Entire home/apt,225,31,2,2022-10-21,0.13,1,15,0,
667251243231642253,Cottage in South Kingstown · ★4.43 · 3 bedrooms · 3 beds · 2 baths,178811412,Joy,Washington,South Kingstown,41.478229669083646,-71.44882533589316,Entire home/apt,535,2,7,2023-08-13,0.40,3,182,4,
667475242349871445,Home in Providence · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,254410731,Eric,Providence,Providence,41.81255,-71.42443,Private room,45,3,30,2023-09-04,1.79,5,179,10,00756
667878097689574245,Home in Pawtucket · ★4.91 · 3 bedrooms · 3 beds · 1 bath,74277697,Gerald,Providence,Pawtucket,41.86424,-71.41791,Entire home/apt,150,2,32,2023-12-25,2.14,4,357,28,RE.01072-STR
668036424305640160,Home in Charlestown · ★4.95 · 3 bedrooms · 4 beds · 2 baths,11749149,Katherine,Washington,Charlestown,41.38682,-71.61676,Entire home/apt,311,3,20,2023-10-15,1.18,1,184,19,
668248772131234295,Home in North Kingstown · ★4.89 · 4 bedrooms · 5 beds · 1.5 baths,380588517,Claudine,Washington,North Kingstown,41.5425499,-71.4684087,Entire home/apt,300,2,35,2023-12-26,2.05,1,0,30,RE.02455-STR
668291525784576535,Rental unit in Providence · ★4.88 · 1 bedroom · 3 beds · 1 bath,148233691,Dauris,Providence,Providence,41.83146194166791,-71.44610737301635,Entire home/apt,89,2,111,2023-12-30,6.24,2,172,64,207292
668597812132998042,Home in Providence · 4 bedrooms · 4 beds · 2.5 baths,54634372,Jacqueline,Providence,Providence,41.84607,-71.39187,Entire home/apt,350,3,2,2023-05-29,0.16,1,214,1,205219
668811494233784916,Home in South Kingstown · ★4.36 · 4 bedrooms · 8 beds · 2.5 baths,110217613,Caroline,Washington,South Kingstown,41.44917,-71.52376,Entire home/apt,300,1,14,2023-08-23,1.99,1,77,14,
668843700823540092,Loft in Newport · 2 bedrooms · 2 beds · 1 bath,6977618,Guillaume,Newport,Newport,41.49406,-71.31252,Entire home/apt,160,29,1,2023-06-30,0.16,3,225,1,
669483770015382916,Home in Middletown · ★4.80 · 3 bedrooms · 7 beds · 2 baths,85747244,Liliane,Newport,Newport,41.51283,-71.30671,Entire home/apt,216,2,44,2023-12-10,2.50,4,0,30,
669488250398105214,Serviced apartment in Middletown · ★4.92 · 2 bedrooms · 2 beds · 1 bath,415150852,Kelly,Newport,Middletown,41.5076513,-71.2789679,Entire home/apt,251,2,13,2023-09-15,0.75,8,231,10,
669624553178329755,Rental unit in Newport · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,231342289,Amanda,Newport,Newport,41.48761,-71.31065,Entire home/apt,1108,2,18,2023-08-31,1.09,21,63,17,RE.02009-STR
670117696614790590,Home in North Kingstown · 3 bedrooms · 4 beds · 2 baths,197108477,Ann OBrien,Washington,North Kingstown,41.53257,-71.41966,Entire home/apt,665,7,0,,,45,96,0,
670121123084044480,Guesthouse in Tiverton · ★5.0 · 2 bedrooms · 2 beds · 1 bath,469249908,Ann,Newport,Tiverton,41.58073,-71.19633,Entire home/apt,250,3,3,2022-09-27,0.18,1,364,0,RE.03934-STR
670170923801745120,Rental unit in Newport · ★4.95 · 1 bedroom · 1 bed · 1 bath,251558847,Karen,Newport,Newport,41.49545,-71.29943,Entire home/apt,125,1,22,2023-12-17,2.75,2,84,22,RE.03229-STR
670186086875783443,Condo in Providence · ★5.0 · 3 bedrooms · 3 beds · 1 bath,27239049,Mustafa,Providence,Providence,41.82243,-71.42584,Entire home/apt,183,2,43,2023-11-26,2.49,3,76,28,RE.01629-STR
670239537372812707,Townhouse in Providence · ★4.97 · 5 bedrooms · 5 beds · 2 baths,27239049,Mustafa,Providence,Providence,41.8214646,-71.4249008,Entire home/apt,266,2,36,2023-12-26,2.30,3,75,29,RE.01627-STR
670239599946924457,Loft in Providence · ★4.93 · 2 bedrooms · 2 beds · 1 bath,27239049,Mustafa,Providence,Providence,41.8214646,-71.4249008,Entire home/apt,155,2,41,2023-11-12,2.37,3,75,20,RE.01631-STR
670290290335581380,Loft in Providence · ★4.98 · 1 bedroom · 1 bed · 1 bath,147483092,Cheryl,Providence,Providence,41.83476,-71.40862,Entire home/apt,186,2,59,2023-12-28,3.37,1,73,37,RE.01003
670301650452879752,Loft in Providence · ★4.94 · Studio · 1 bed · 1 bath,239135893,Jennifer,Providence,Providence,41.83247,-71.41075,Entire home/apt,147,1,111,2023-12-20,6.40,15,0,63,
670972555271970351,Vacation home in Narragansett · ★5.0 · 8 bedrooms · 11 beds · 4 baths,469479415,Kathryn,Washington,Narragansett,41.3949798,-71.47886679999999,Entire home/apt,1344,2,6,2023-11-24,0.48,1,304,5,RE.01334STR
672019083604071003,Rental unit in Tiverton · ★5.0 · 2 bedrooms · 2 beds · 2 baths,338375969,John,Newport,Tiverton,41.67108,-71.18604,Entire home/apt,250,1,5,2022-11-28,0.31,3,324,0,RE.01996-STR
672263909999001589,Rental unit in Pawtucket · ★New · 2 bedrooms · 2 beds · 1 bath,103369735,Leudi,Providence,Pawtucket,41.872396738565655,-71.3998718932271,Entire home/apt,85,1,1,2023-12-02,1,1,231,1,
672389420294673846,Home in Portsmouth · ★4.92 · 2 bedrooms · 2 beds · 1 bath,38511229,Tj,Newport,Portsmouth,41.6228781919142,-71.22909229248762,Entire home/apt,175,1,24,2023-10-29,1.41,1,361,15,2440
673160494621413010,Home in Middletown · ★4.92 · 4 bedrooms · 4 beds · 3 baths,470011998,Amy,Newport,Middletown,41.50501,-71.28208,Entire home/apt,750,2,13,2023-09-18,0.82,1,188,9,
673164994488340673,Rental unit in Central Falls · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,55973720,Amanda Nitsa,Providence,Central Falls,41.88702,-71.39474,Private room,39,2,12,2023-12-19,0.74,5,163,8,202665
673183918874095489,Condo in Jamestown · 2 bedrooms · 4 beds · 2 baths,442029804,Live Suite,Newport,Jamestown,41.50899,-71.35823,Entire home/apt,636,1,1,2023-06-03,0.14,68,119,1,
673316796429572748,Campsite in Richmond · 1 bed · 1 bath,233706728,Skylar,Washington,Richmond,41.44636261782345,-71.7148907511297,Entire home/apt,140,1,0,,,4,365,0,
673889581483922928,Townhouse in Providence · ★4.80 · 2 bedrooms · 3 beds · 1.5 baths,60494244,Jazmine,Providence,Providence,41.85427,-71.4325,Entire home/apt,145,1,49,2023-12-26,3.13,1,0,38,TEMP-22-52
673906053316828084,Home in Cranston · ★4.71 · 3 bedrooms · 3 beds · 1.5 baths,80817773,Basty,Providence,Cranston,41.77483479579959,-71.40348482883607,Entire home/apt,214,2,42,2023-11-24,2.76,4,87,35,RE.02425-STR
673906913268485486,Condo in Newport · ★4.81 · 2 bedrooms · 3 beds · 2 baths,24132769,Jacob,Newport,Newport,41.48972,-71.31977,Entire home/apt,191,2,25,2023-11-24,1.54,1,0,23,
673954386346862758,Rental unit in Providence · ★4.83 · 2 bedrooms · 2 beds · 1 bath,219745356,Kalis,Providence,Providence,41.83874,-71.4059,Entire home/apt,45,1,12,2023-10-11,0.71,2,3,7,RE.00940-STR
674432256751184041,Rental unit in Central Falls · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,55973720,Amanda Nitsa,Providence,Central Falls,41.88751,-71.39398,Private room,44,2,12,2023-11-03,0.73,5,335,3,202665
674539883747552318,Home in Newport · 1 bedroom · 1 bed · 1 private bath,5590351,Sarah,Newport,Newport,41.49225,-71.32028,Private room,550,2,0,,,3,216,0,2-0326-7604
674684431393399016,Home in Richmond · ★4.83 · 1 bedroom · 1 bed · 1 private bath,345685396,Chauncy,Washington,Richmond,41.48529,-71.65994,Private room,189,3,6,2022-10-09,0.36,3,89,0,RE.02832-STR
674711532907123408,Guest suite in Portsmouth · 1 bedroom · 2 beds · 1 bath,27268443,Lisel,Newport,Portsmouth,41.55916,-71.28165,Entire home/apt,125,2,0,,,40,157,0,
675079157311605517,Home in Narragansett · ★4.57 · 7 bedrooms · 7 beds · 2 baths,249359695,Tejal,Washington,Narragansett,41.47838315760866,-71.43996186554432,Entire home/apt,989,4,7,2023-09-04,0.42,5,209,5,Re00249-str
675183277429951492,Rental unit in East Greenwich · ★4.88 · 2 bedrooms · 2 beds · 1 bath,71423561,Sarah,Kent,East Greenwich,41.6616,-71.44872,Entire home/apt,68,21,8,2023-12-03,0.47,19,86,5,
675268824108604503,Home in Scituate · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1175369,Utah Escapes,Providence,Scituate,41.7357786,-71.5716303,Entire home/apt,188,3,3,2023-06-06,0.23,1,89,2,RE.00224-STR
675361305926941812,Rental unit in Warren · ★5.0 · 2 bedrooms · 3 beds · 1 bath,456753812,Tyler,Bristol,Warren,41.73277,-71.28267,Entire home/apt,200,1,5,2022-12-30,0.30,6,88,1,
675469865094724650,Home in Charlestown · ★4.91 · 4 bedrooms · 18 beds · 3 baths,2440657,Celine,Washington,Charlestown,41.3817747,-71.6563499,Entire home/apt,410,4,11,2023-11-26,0.66,1,307,8,RE.04391-STR
676707602457504640,Home in North Kingstown · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,74919841,Mary,Washington,North Kingstown,41.53622,-71.46002,Entire home/apt,293,2,27,2023-11-25,1.61,1,170,16,RE.00967-STR
676734670281924199,Home in Tiverton · 2 bedrooms · 2 beds · 1 shared bath,185833980,Sandra,Newport,Tiverton,41.6048,-71.19447,Private room,346,1,1,2022-10-09,0.07,1,90,0,RE.03297-STR
676812793545722408,Home in Middletown · ★4.77 · 3 bedrooms · 3 beds · 1 bath,25654103,Tom,Newport,Middletown,41.4958089,-71.2819224,Entire home/apt,133,1,35,2023-12-26,2.03,7,247,27,
676912452375560847,Condo in Newport · ★4.97 · 2 bedrooms · 2 beds · 2 baths,415150852,Kelly,Newport,Newport,41.4757963,-71.3137988,Entire home/apt,367,1,29,2023-11-13,1.75,8,314,23,
678063787163564777,Home in Westerly · 4 bedrooms · 4 beds · 2 baths,224365593,Dena,Washington,Westerly,41.32614157488122,-71.82520073772861,Entire home/apt,810,7,0,,,1,269,0,
678194310059198900,Cottage in Portsmouth · ★5.0 · 3 bedrooms · 7 beds · 2 baths,115822035,Heidi,Newport,Portsmouth,41.55402,-71.24274,Entire home/apt,491,3,21,2023-08-28,1.27,1,100,10,
678763483133561639,Bungalow in South Kingstown · ★5.0 · 3 bedrooms · 4 beds · 2 baths,14701583,Nate,Washington,South Kingstown,41.43874,-71.50508,Entire home/apt,400,25,3,2023-08-12,0.18,1,92,1,RE.01686-STR
678911263978002617,Rental unit in Middletown · 1 bedroom · 1 bed · 1 shared bath,318441902,Rorro,Newport,Middletown,41.52445,-71.29612,Private room,239,1,0,,,1,365,0,
678924900505621978,Home in Westerly · ★5.0 · 3 bedrooms · 5 beds · 2.5 baths,50742968,Corrie,Washington,Westerly,41.34836,-71.73552,Entire home/apt,514,2,10,2023-11-26,0.72,1,223,9,RE.00369-STR
678961587316876361,Vacation home in Newport · 3 bedrooms · 4 beds · 2.5 baths,64304878,Troy,Newport,Newport,41.49639,-71.31991,Entire home/apt,420,25,2,2022-12-09,0.12,1,62,0,RE.03710-STR
678963583507471414,Rental unit in Newport · ★4.89 · 2 bedrooms · 3 beds · 2 baths,94017380,Liliane,Newport,Newport,41.48358,-71.30989,Entire home/apt,250,2,55,2023-12-17,3.20,18,0,41,
679115955611060242,Rental unit in Newport · ★4.81 · 1 bedroom · 1 bed · 1 bath,68998438,Waterfront Rentals,Newport,Newport,41.479681,-71.3144299,Entire home/apt,260,1,63,2023-12-05,3.76,3,0,44,
679120868890502300,Rental unit in Newport · ★4.90 · 3 bedrooms · 4 beds · 2 baths,68998438,Waterfront Rentals,Newport,Newport,41.479681,-71.3144299,Entire home/apt,561,1,62,2023-12-03,3.63,3,0,44,
679228994421244152,Rental unit in Pawtucket · ★4.91 · 2 bedrooms · 2 beds · 1 bath,67718191,Kaylee,Providence,Pawtucket,41.87546,-71.41146,Entire home/apt,146,2,32,2023-11-12,2.03,1,348,26,RE.01941-STR
679514506637057137,Home in Portsmouth · ★5.0 · 3 bedrooms · 3 beds · 3 baths,41911222,Renee,Newport,Portsmouth,41.64998913653539,-71.2225242331624,Entire home/apt,900,3,22,2023-11-25,1.31,2,297,17,RE.01760
679645667238403848,Cottage in Newport · ★4.92 · 1 bedroom · 1 bed · 1 private bath,471677681,Elena,Newport,Newport,41.49993,-71.30304,Private room,129,1,61,2023-10-29,3.52,1,75,35,856
679655663463365138,Rental unit in Newport · ★4.97 · 1 bedroom · 1 bed · 1 bath,11898232,Brandon,Newport,Newport,41.474226,-71.31586039999999,Entire home/apt,118,2,58,2023-12-10,3.35,2,0,44,RE.00413-STR
680393753068137583,Condo in Providence · ★4.83 · 2 bedrooms · 3 beds · 1 bath,110541535,Diane,Providence,Providence,41.82297,-71.42697,Entire home/apt,146,2,39,2023-11-27,2.29,2,0,30,
680402251485981427,Home in Providence · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,379598601,Tanya,Providence,Providence,41.838326,-71.4066283,Private room,31,3,15,2023-12-08,0.89,15,59,9,RE.00940-STR
680589314085213672,Rental unit in Providence · ★4.93 · 2 bedrooms · 2 beds · 1 bath,471931642,Baldwin,Providence,Providence,41.84703,-71.41688,Entire home/apt,105,3,41,2023-11-26,2.51,1,0,32,RE.03350-STR
680892011763108060,Home in Middletown · ★5.0 · 2 bedrooms · 3 beds · 1 bath,5444419,Elizabeth,Newport,Middletown,41.51288,-71.30252,Entire home/apt,300,1,3,2022-08-27,0.18,3,178,0,
681060031203586366,Home in Middletown · ★4.71 · 4 bedrooms · 5 beds · 2 baths,412557596,Matt,Newport,Middletown,41.5032,-71.27981,Entire home/apt,450,2,7,2023-10-09,0.42,1,364,5,
681748435166192334,Home in Providence · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,4407238,521 Smith Street LLC,Providence,Providence,41.83711,-71.42885,Private room,112,1,4,2023-10-08,0.23,4,179,1,RE.00634-STR
682362725539834997,Bungalow in Barrington · ★4.98 · 2 bedrooms · 4 beds · 1 bath,444276177,Des,Bristol,Barrington,41.7453001,-71.34999859999999,Entire home/apt,206,2,44,2023-12-26,2.74,1,351,32,
683259919528878876,Condo in Providence · ★4.96 · 2 bedrooms · 2 beds · 1 bath,315143064,Waleed,Providence,Providence,41.82467,-71.40591,Entire home/apt,305,2,53,2023-12-17,3.24,6,334,42,
683894900226038990,Home in Narragansett · ★4.95 · 1 bedroom · 1 bed · 1 private bath,465086019,Chris,Washington,Narragansett,41.43298,-71.46205,Private room,175,2,21,2023-10-22,1.30,8,338,15,
684173237023986912,Home in Central Falls · ★4.96 · 2 bedrooms · 2 beds · 1 bath,390403398,Joshua,Providence,Central Falls,41.89275,-71.4031,Entire home/apt,162,1,66,2023-11-24,4.26,2,0,47,RE.02506-STR
684227668288894100,Rental unit in Providence · ★4.94 · 2 bedrooms · 3 beds · 1 bath,4887057,Aref,Providence,Providence,41.81986,-71.42414,Entire home/apt,227,1,156,2023-12-30,9.23,13,0,107,
684651535009013422,Cabin in South Kingstown · ★4.93 · 3 bedrooms · 4 beds · 2 baths,101122993,Jeremy,Washington,South Kingstown,41.44506,-71.55795,Entire home/apt,350,2,15,2023-11-12,0.99,1,243,10,RE.01823-STR
684690722206585892,Home in Middletown · ★4.92 · 3 bedrooms · 8 beds · 2 baths,108187820,Anthony,Newport,Middletown,41.51285,-71.28588,Entire home/apt,750,2,12,2023-07-31,0.71,1,178,2,
684751436230742235,Home in Narragansett · 3 bedrooms · 3 beds · 2 baths,197108477,Ann OBrien,Washington,Narragansett,41.4773742,-71.44294649999999,Entire home/apt,400,7,0,,,45,120,0,
684829332266032486,Cottage in Warwick · ★4.98 · 2 bedrooms · 2 beds · 1.5 baths,27735176,Greer,Kent,Warwick,41.76088,-71.38954,Entire home/apt,184,3,62,2023-12-10,4.15,4,0,51,RE.01100-STR
684870875573771848,Cottage in New Shoreham · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,467958068,Joe,Washington,New Shoreham,41.15495,-71.5836,Entire home/apt,750,3,3,2023-08-25,0.43,4,121,3,
685326919073976462,Cottage in South Kingstown · ★4.92 · 1 bedroom · 2 beds · 1 bath,53852655,Marnee,Washington,South Kingstown,41.39361,-71.61082,Entire home/apt,185,3,13,2023-10-09,1.81,2,131,13,RE-01707-STR
685341911344016909,Vacation home in South Kingstown · ★4.80 · 1 bedroom · 1 bed · 1 bath,155658516,Jen,Washington,South Kingstown,41.44281,-71.47701,Entire home/apt,225,2,20,2023-08-30,1.19,1,86,16,RE.01112-STR
685379243189615178,Rental unit in Providence · ★4.25 · 1 bedroom · 1 bed · 1 bath,417889651,Franchesca,Providence,Providence,41.80707,-71.43853,Entire home/apt,90,1,39,2023-11-18,2.79,1,0,34,Re.01117-str
685482736691555242,Home in Providence · 4 bedrooms · 4 beds · 2 baths,96244386,Gabriel,Providence,Providence,41.84723,-71.4418,Entire home/apt,242,2,1,2022-10-14,0.07,13,149,0,00239
685582041216738144,Cottage in New Shoreham · ★4.75 · 4 bedrooms · 4 beds · 2 baths,467958068,Joe,Washington,New Shoreham,41.15381,-71.58516,Entire home/apt,800,3,4,2023-09-25,0.65,4,184,4,
686018660497280418,Serviced apartment in Middletown · ★4.86 · 2 bedrooms · 2 beds · 1 bath,415150852,Kelly,Newport,Middletown,41.5078313,-71.2791383,Entire home/apt,108,1,28,2023-11-12,1.81,8,0,23,
686234194029465814,Rental unit in Pawtucket · ★4.88 · 3 bedrooms · 6 beds · 1 bath,473331155,Rolando,Providence,Pawtucket,41.86953,-71.37507,Entire home/apt,138,2,25,2023-12-10,1.48,1,354,21,211560
686749577727510705,Cottage in Middletown · ★4.96 · 3 bedrooms · 5 beds · 2 baths,27268443,Lisel,Newport,Middletown,41.49201,-71.28172,Entire home/apt,298,2,28,2023-11-05,1.82,40,105,21,2022 Middletown STR 507 2023 Middletown  License No: 22-12 2023 State of RI- RE.01199-STR
686821068904667171,Home in Providence · 3 bedrooms · 3 beds · 2 baths,96244386,Gabriel,Providence,Providence,41.8469,-71.44299,Entire home/apt,263,2,0,,,13,149,0,
686885905768956126,Cottage in Warwick · ★4.56 · 3 bedrooms · 5 beds · 2 baths,468501659,Marisela,Kent,Warwick,41.69686,-71.4001,Entire home/apt,226,1,76,2023-12-25,4.51,1,0,51,
687118267526583283,Cottage in Narragansett · 4 bedrooms · 5 beds · 2 baths,64058656,Ryan,Washington,Narragansett,41.48034,-71.4189,Entire home/apt,600,4,1,2022-09-18,0.06,5,119,0,
687751661604623736,Hotel in Newport · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,8869946,Rick,Newport,Newport,41.48389,-71.31492,Private room,440,2,3,2023-07-14,0.51,1,147,3,203748
689163219402990633,Cottage in Prudence Island · ★4.60 · 2 bedrooms · 2 beds · 1 bath,36035370,Amy,Newport,Portsmouth,41.6231839,-71.3099014,Entire home/apt,150,3,15,2023-11-12,0.94,1,351,14,
689671902429555459,Home in Middletown · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,5444419,Elizabeth,Newport,Middletown,41.51258,-71.30214,Private room,165,1,24,2023-10-01,1.45,3,179,17,
689718203844410415,Guesthouse in Newport · ★5.0 · 3 bedrooms · 4 beds · 2 baths,247609577,Kelly,Newport,Newport,41.46992,-71.31338,Entire home/apt,89,29,2,2023-10-23,0.14,1,0,1,
690001210461303812,Cottage in Middletown · ★5.0 · 3 bedrooms · 4 beds · 2 baths,27268443,Lisel,Newport,Middletown,41.49555505426214,-71.27886235713959,Entire home/apt,,2,19,2023-10-08,1.18,40,0,8,2022 Middletown: STR-567 2023 Middletown: STR-567 State of RI: RE.203549 STR
690068349938308062,Guesthouse in Barrington · ★4.89 · 2 bedrooms · 5 beds · 1.5 baths,51519028,Annelise,Bristol,Barrington,41.72566,-71.3138,Entire home/apt,757,1,18,2023-10-01,1.07,1,90,9,
690087050006097739,Camper/RV in Coventry · ★4.96 · 1 bedroom · 6 beds · 1 bath,13820119,Frank,Kent,Coventry,41.7003893,-71.6178752,Entire home/apt,150,1,28,2023-10-16,1.71,1,253,18,RE.04160-STR
690574230299460494,Home in Middletown · ★5.0 · 6 bedrooms · 15 beds · 4.5 baths,39021895,Stay,Newport,Middletown,41.4892377,-71.282572,Entire home/apt,2500,2,4,2023-11-05,0.29,45,245,3,STR-00902
691877488291541921,Home in Cranston · 1 bedroom · 2 beds · 1 private bath,23542105,Ha,Providence,Cranston,41.78615,-71.44479,Private room,121,2,2,2023-04-24,0.13,4,353,1,RE.02469-STR
691886590369786335,Home in Cranston · 1 bedroom · 1 bed · 1 private bath,23542105,Ha,Providence,Cranston,41.78573,-71.44639,Private room,117,2,1,2023-08-06,0.20,4,353,1,
692023065248443459,Home in South Kingstown · ★5.0 · 2 bedrooms · 2 beds · 2 baths,26877662,Glenn,Washington,South Kingstown,41.4317,-71.49972,Entire home/apt,462,3,12,2023-10-01,0.75,1,209,9,RE.03958-STR
692025428143156292,Home in North Providence · ★4.84 · 2 bedrooms · 4 beds · 1 bath,474687689,Colleen,Providence,North Providence,41.85102,-71.45786,Entire home/apt,129,2,19,2023-12-09,1.69,1,286,19,209082
693474366726379868,Rental unit in Providence · 2 bedrooms · 2 beds · 1.5 baths,474998375,Wendy,Providence,Providence,41.8136,-71.43125,Entire home/apt,133,31,1,2023-08-17,0.22,1,364,1,
693474750902166449,Rental unit in Newport · ★4.96 · 1 bedroom · 3 beds · 1 bath,474998738,Paul,Newport,Newport,41.47609449999999,-71.31602579999999,Entire home/apt,162,1,83,2023-12-27,4.99,1,0,69,RE.00476-STR
693597236082461852,Rental unit in Providence · ★4.88 · 2 bedrooms · 4 beds · 1 bath,302383494,Danny,Providence,Providence,41.83293,-71.42686,Entire home/apt,121,3,41,2023-10-10,2.47,3,82,21,RE.00955-STR
694225034210872198,Rental unit in Newport · ★4.65 · 3 bedrooms · 3 beds · 2 baths,231342289,Amanda,Newport,Newport,41.47441,-71.31488,Entire home/apt,650,2,20,2023-09-03,3.05,21,63,20,RE.02011-STR
694229278372947016,Rental unit in Newport · ★4.75 · 2 bedrooms · 2 beds · 1.5 baths,231342289,Amanda,Newport,Newport,41.47513,-71.31352,Entire home/apt,86,2,52,2023-12-17,3.16,21,0,44,RE.02011-STR
694262695305373782,Rental unit in Newport · ★4.88 · 3 bedrooms · 3 beds · 3 baths,231342289,Amanda,Newport,Newport,41.48241,-71.31507,Entire home/apt,173,2,31,2023-12-29,1.95,21,0,24,RE.02010-STR
