id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18414604,Home in Middletown · ★4.91 · 5 bedrooms · 7 beds · 2 baths,127602445,Becky And Ryan,Newport,Middletown,41.50017,-71.29258,Entire home/apt,599,3,66,2023-10-22,0.83,1,322,10,RE.01382-STR
18449499,Home in Cranston · ★4.95 · 3 bedrooms · 3 beds · 3 baths,11041489,Brian,Providence,Cranston,41.73547,-71.4681,Entire home/apt,275,4,110,2023-12-27,1.47,1,175,8,RE.00574-STR
18460365,Home in Narragansett · ★4.67 · 3 bedrooms · 4 beds · 1.5 baths,122078306,Peter & Karen,Washington,Narragansett,41.48069,-71.43508,Entire home/apt,397,3,21,2023-08-24,0.27,4,220,4,RE:04206-STR
18464394,Home in Bristol · ★5.0 · 2 bedrooms · 2 beds · 1 bath,23789812,Jossy,Bristol,Bristol,41.71039,-71.27801,Entire home/apt,177,2,13,2023-09-03,1.98,1,0,13,
18472916,Condo in Newport · ★4.81 · 2 bedrooms · 4 beds · 3 baths,94017380,Liliane,Newport,Newport,41.48924,-71.31525,Entire home/apt,232,2,170,2023-12-12,2.12,18,0,37,
18488651,Rental unit in Newport · ★4.85 · 1 bedroom · 1 bed · 1 bath,65676469,Jim,Newport,Newport,41.49111,-71.31332,Entire home/apt,100,2,396,2023-12-15,4.92,4,116,50,RE.00567-STR
18496807,Home in South Kingstown · ★5.0 · 3 bedrooms · 3 beds · 2 baths,389988,Rene And David,Washington,South Kingstown,41.38533,-71.55535,Entire home/apt,250,7,12,2023-08-26,0.22,1,58,1,
18505668,Cottage in Little Compton · ★4.61 · 2 bedrooms · 3 beds · 1 bath,128431914,Tom,Newport,Little Compton,41.46561,-71.18968,Entire home/apt,149,1,31,2023-06-26,0.45,1,0,5,
18521361,Home in Tiverton · ★4.94 · 4 bedrooms · 4 beds · 2.5 baths,67260493,Alyssa,Newport,Tiverton,41.62945,-71.16946,Entire home/apt,250,3,93,2023-09-24,1.19,4,102,16,RE.00794-STR
18524121,Home in Providence · ★4.88 · 2 bedrooms · 2 beds · 1 bath,128587428,Bob,Providence,Providence,41.82258,-71.42313,Entire home/apt,250,2,89,2023-09-04,1.13,1,214,11,RE.02664-STR
18541958,Home in Newport · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,27100909,Nancy,Newport,Newport,41.47289,-71.31362,Entire home/apt,350,30,25,2022-09-05,0.33,1,66,0,RE.02198-STR
18546661,Home in North Providence · ★5.0 · 1 bedroom · 7 beds · 1.5 baths,128744173,Anat,Providence,North Providence,41.85345,-71.45733,Private room,421,1,4,2017-06-18,0.05,1,89,0,RE.02078-STR
18598722,Rental unit in Newport · ★4.86 · 5 bedrooms · 8 beds · 4 baths,80881281,Paul,Newport,Newport,41.49111,-71.31321,Entire home/apt,857,2,115,2023-10-07,1.43,3,351,12,545
18615605,Home in Middletown · ★4.98 · 2 bedrooms · 2 beds · 1 bath,129310739,Cynthia,Newport,Middletown,41.51493,-71.27931,Entire home/apt,325,2,152,2023-10-22,1.89,1,184,20,RE.01493-STR
18615819,Home in Little Compton · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,19704064,Willow,Newport,Little Compton,41.54518,-71.16289,Private room,85,1,75,2023-09-16,0.94,2,305,14,210550
18624932,Home in Little Compton · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,19704064,Willow,Newport,Little Compton,41.54872,-71.16855,Private room,85,1,82,2023-09-30,1.05,2,275,11,RE.02319-STR
18654402,Rental unit in Newport · ★4.93 · Studio · 2 beds · 1 bath,129627655,Paul,Newport,Newport,41.48468,-71.31533,Entire home/apt,200,3,166,2023-10-29,2.10,3,69,17,
18686274,Guest suite in Middletown · ★4.88 · 1 bedroom · 1 bed · 1 bath,6562937,Denise Penel & Scotty,Newport,Middletown,41.48997,-71.2809,Entire home/apt,190,1,113,2023-11-12,1.41,1,176,24,STR-311
18716124,Rental unit in Newport · ★4.91 · 2 bedrooms · 2 beds · 1 bath,4483032,James,Newport,Newport,41.49095,-71.31581,Entire home/apt,258,3,82,2023-09-25,1.04,4,89,4,RE.00342-STR
18746558,Cottage in Little Compton · ★4.96 · 1 bedroom · 1 bed · 1 bath,130411706,Sheila,Newport,Little Compton,41.51139,-71.14632,Entire home/apt,201,2,52,2023-11-24,0.65,3,261,7,RE02437-STR
18746794,Home in Middletown · ★4.93 · 2 bedrooms · 4 beds · 1.5 baths,35968875,Kathleen,Newport,Middletown,41.48494,-71.27952,Entire home/apt,373,1,183,2023-12-30,2.33,1,306,39,
18754033,Hotel in Newport · ★4.98 · 1 bedroom · 1 bed · 1 private bath,130476242,Mike,Newport,Newport,41.48876,-71.30567,Private room,309,2,335,2023-10-16,4.17,2,147,38,RE.01880-STR
18757418,Home in Providence · ★4.96 · 4 bedrooms · 12 beds · 2 baths,96244386,Gabriel,Providence,Providence,41.84849,-71.44306,Entire home/apt,1799,2,185,2023-09-10,2.50,13,346,10,00239
18784960,Cottage in Charlestown · ★4.99 · 2 bedrooms · 2 beds · 1 bath,18149559,Carol,Washington,South Kingstown,41.39228,-71.61449,Entire home/apt,250,2,70,2023-10-09,1.08,1,269,15,RE00428-STR
18793906,Home in South Kingstown · ★4.95 · 3 bedrooms · 5 beds · 2 baths,130814749,Lisa,Washington,South Kingstown,41.39373,-71.60745,Entire home/apt,165,2,127,2023-12-25,1.58,1,172,22,RE.00849-STR
18810615,Rental unit in Portsmouth · ★4.56 · 2 bedrooms · 3 beds · 1 bath,103751999,Mitchell,Newport,Portsmouth,41.62077,-71.24472,Entire home/apt,457,2,80,2023-08-23,1.01,5,87,5,RE.01127-STR
18835704,Rental unit in Middletown · ★4.93 · 2 bedrooms · 2 beds · 1 bath,130598763,John,Newport,Middletown,41.49505,-71.28268,Entire home/apt,386,2,58,2023-08-27,0.73,1,204,6,RE.00414-STR
18839708,Rental unit in Providence · ★4.76 · 2 bedrooms · 2 beds · 1 bath,22590309,Daniel,Providence,Providence,41.81603,-71.43055,Entire home/apt,216,2,152,2023-10-28,1.91,2,0,13,
18847540,Bungalow in South Kingstown · ★4.60 · 1 bedroom · 2 beds · 1 bath,123178009,Andrew,Washington,South Kingstown,41.43463,-71.49177,Entire home/apt,91,2,53,2020-07-06,0.67,1,357,0,
18854602,Home in Narragansett · ★4.80 · 1 bedroom · 1 bed · 1 private bath,43418434,Tessa,Washington,Narragansett,41.49353,-71.44262,Private room,131,1,30,2018-10-28,0.38,1,364,0,
18854834,Rental unit in Newport · ★4.85 · 1 bedroom · 1 bed · 1 bath,65676469,Jim,Newport,Newport,41.49044,-71.31388,Entire home/apt,102,2,244,2023-12-03,3.04,4,120,36,RE.04172-STR
18855662,Home in Middletown · ★5.0 · 3 bedrooms · 5 beds · 1 bath,131356999,Beth,Newport,Middletown,41.48992,-71.28233,Entire home/apt,347,7,10,2023-09-04,0.15,1,77,3,RE.01304-STR
18866285,Rental unit in Newport · ★4.53 · 2 bedrooms · 2 beds · 1 bath,50673349,Cheryl,Newport,Newport,41.49017,-71.31786,Entire home/apt,100,28,15,2022-06-01,0.19,3,365,0,
18875953,Rental unit in Cumberland · ★4.71 · 1 bedroom · 1 bed · 1 bath,131451523,Ian,Providence,Cumberland,41.99111,-71.41534,Entire home/apt,80,1,38,2023-10-08,4.62,1,352,38,
18895938,Home in Jamestown · ★4.91 · 5 bedrooms · 5 beds · 3 baths,71521243,Emily,Newport,Jamestown,41.48026,-71.3673,Entire home/apt,828,4,23,2023-07-16,0.42,3,239,2,
18913693,Place to stay in Little Compton · ★4.91 · 1 bedroom · 1 bed · 1 bath,130411706,Sheila,Newport,Little Compton,41.51025,-71.14802,Entire home/apt,250,2,11,2023-09-17,0.14,3,363,4,RE02438-STR
18929174,Home in Providence · ★4.0 · 3 bedrooms · 3 beds · 2 baths,12951979,Kelly,Providence,Providence,41.83369,-71.39106,Entire home/apt,200,5,6,2020-07-07,0.08,2,169,0,
19008491,Boutique hotel in Newport · ★4.86 · 2 bedrooms · 3 beds,97763642,Pelham Court,Newport,Newport,41.48636,-71.31429,Hotel room,374,1,21,2023-07-30,0.27,5,63,2,RE.00401-STR
19026847,Cottage in New Shoreham · ★5.0 · 4 bedrooms · 5 beds · 2.5 baths,38499877,Anne,Washington,New Shoreham,41.16785,-71.60193,Entire home/apt,725,7,3,2023-08-19,0.10,1,326,1,
19033844,Cottage in Warren · ★4.92 · 2 bedrooms · 2 beds · 1 bath,132825575,Brad,Bristol,Warren,41.7286,-71.28496,Entire home/apt,275,1,90,2023-10-22,1.12,1,268,8,
19038057,Loft in Newport · ★4.99 · 2 bedrooms · 2 beds · 1 bath,130476242,Mike,Newport,Newport,41.48899,-71.30591,Entire home/apt,550,2,226,2023-10-01,2.86,2,57,31,RE.01880-STR
19047952,Rental unit in Newport · ★4.96 · 2 bedrooms · 2 beds · 1 bath,120434057,Camille,Newport,Newport,41.48336,-71.31073,Entire home/apt,345,2,136,2023-09-17,1.75,1,26,12,
19135133,Rental unit in New Shoreham · ★4.91 · 2 bedrooms · 4 beds · 1 bath,4079479,Arnie,Washington,New Shoreham,41.17101,-71.5799,Entire home/apt,474,2,34,2020-09-07,0.44,3,132,0,
19135391,Rental unit in Tiverton · ★4.94 · 1 bedroom · 1 bed · 1 bath,595051,Nancy,Newport,Tiverton,41.60833,-71.19332,Entire home/apt,130,2,130,2023-10-01,1.64,1,296,18,RE.00859-STR
19141753,Home in Jamestown · ★5.0 · 3 bedrooms · 3 beds · 3.5 baths,62078682,Steve,Newport,Jamestown,41.50478,-71.3673,Entire home/apt,400,3,11,2023-11-12,0.18,4,70,1,
19142185,Home in Newport · ★4.91 · 4 bedrooms · 6 beds · 2.5 baths,97672989,Sean And Erica,Newport,Newport,41.49405,-71.31641,Entire home/apt,558,3,136,2023-11-26,1.72,1,0,6,
19142284,Home in Jamestown · 1 bedroom · 1 bed · 1.5 baths,62078682,Steve,Newport,Jamestown,41.50446,-71.36354,Entire home/apt,195,2,1,2019-02-17,0.02,4,79,0,
19159655,Bed and breakfast in Newport · ★4.90 · 1 bedroom · 2 beds · 1 private bath,24634885,Lorraine,Newport,Newport,41.4777,-71.30788,Private room,179,2,20,2023-10-08,0.64,7,0,4,RE.04261-STR
19170841,Condo in Middletown · ★4.86 · 2 bedrooms · 3 beds · 1.5 baths,92504425,Kelly,Newport,Middletown,41.48957,-71.28223,Entire home/apt,194,2,228,2023-10-30,2.93,1,351,28,STR-416
19185160,Condo in Cranston · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,134197889,Yemi,Providence,Cranston,41.76765,-71.42246,Private room,39,1,352,2023-12-18,4.48,1,84,62,
19193628,Guesthouse in Newport · ★4.57 · 2 bedrooms · 3 beds · 1 bath,118977427,Kr,Newport,Newport,41.49112,-71.30323,Entire home/apt,150,15,7,2023-08-04,0.09,3,180,1,
19195127,Rental unit in Newport · ★4.63 · Studio · 1 bed · 1 bath,118977427,Kr,Newport,Newport,41.49112,-71.30323,Entire home/apt,100,30,8,2023-08-25,0.10,3,177,1,
19211603,Home in Narragansett · ★5.0 · 6 bedrooms · 6 beds · 2 baths,129582974,Dominic/Jenny,Washington,Narragansett,41.39591,-71.47929,Entire home/apt,460,7,13,2023-08-19,0.31,1,35,1,RE.00048-STR
19239250,Home in Westerly · ★4.86 · 3 bedrooms · 4 beds · 2 baths,134698077,Amy,Washington,Westerly,41.33767,-71.76855,Entire home/apt,332,1,7,2019-05-27,0.09,1,262,0,
19249905,Rental unit in Newport · ★4.88 · 3 bedrooms · 3 beds · 2 baths,93525242,Whitney,Newport,Newport,41.4829,-71.31048,Entire home/apt,381,3,88,2023-11-18,1.13,2,92,9,470
19267765,Home in Bristol · ★4.99 · 1 bedroom · 1 bed · 1 private bath,134917763,Paul,Bristol,Bristol,41.69158,-71.27136,Private room,122,1,70,2023-10-22,0.90,1,363,12,RE.00338-STR
19271880,Home in Newport · ★5.0 · 5 bedrooms · 7 beds · 2.5 baths,134952331,Mary,Newport,Newport,41.47946,-71.30314,Entire home/apt,464,28,10,2022-09-02,0.13,1,107,0,
19272148,Rental unit in Jamestown · ★4.95 · 2 bedrooms · 3 beds · 1 bath,134955529,Denise,Newport,Jamestown,41.50431,-71.36473,Entire home/apt,250,3,149,2023-11-05,1.88,1,225,17,RE.01232-STR
19285922,Home in Westerly · ★4.61 · 5 bedrooms · 7 beds · 1.5 baths,79090554,Patricia,Washington,Westerly,41.37521,-71.82325,Entire home/apt,345,3,18,2023-11-26,0.23,1,340,9,RE.01798-STR
19289543,Home in Narragansett · ★4.93 · 4 bedrooms · 4 beds · 2 baths,135075671,James,Washington,Narragansett,41.48004,-71.43484,Entire home/apt,400,4,46,2023-07-01,0.58,2,179,1,RE.05052-STR
19308286,Townhouse in Middletown · ★4.89 · 5 bedrooms · 7 beds · 5 baths,61430121,Debbie & Leon,Newport,Middletown,41.49008560180664,-71.2832260131836,Entire home/apt,677,7,66,2023-11-26,1.00,5,284,17,RE.00268-STR
19311807,Home in Narragansett · ★4.95 · 1 bedroom · 1 bed · 1 private bath,135249131,Pat,Washington,Narragansett,41.47091,-71.44579,Private room,145,2,85,2023-10-01,1.09,1,266,10,RE.01431-STR
19315304,Guest suite in Bristol · ★4.99 · 1 bedroom · 2 beds · 1 bath,3910659,Gwenda,Bristol,Bristol,41.66786,-71.27625,Entire home/apt,200,2,122,2023-10-29,1.54,1,142,19,RE.01083-STR
19341956,Rental unit in Newport · ★4.86 · 1 bedroom · 1 bed · 1 bath,65676469,Jim,Newport,Newport,41.47967,-71.31371,Entire home/apt,102,2,286,2023-11-27,3.63,4,0,42,RE.03171-STR
19345340,Rental unit in Newport · ★4.88 · 3 bedrooms · 3 beds · 1 bath,65676469,Jim,Newport,Newport,41.47897,-71.31405,Entire home/apt,170,2,303,2023-12-03,3.84,4,116,38,RE.04365-STR
19347788,Home in Newport · ★4.82 · 1 bedroom · 2 beds · 1 bath,18742301,Rachel,Newport,Newport,41.4933,-71.3052,Entire home/apt,89,30,34,2023-11-22,0.43,2,37,4,RE.01499-STR
19356195,Home in Newport · ★4.94 · 5 bedrooms · 8 beds · 3 baths,57660983,Jenny,Newport,Newport,41.489441,-71.313644,Entire home/apt,1213,2,101,2023-08-19,1.30,1,308,14,
19363091,Guest suite in Narragansett · ★4.96 · 1 bedroom · 2 beds · 1 bath,135717081,Sandra,Washington,Narragansett,41.45347,-71.44175,Entire home/apt,200,2,124,2023-09-05,1.57,1,192,14,
19381761,Home in Cranston · ★5.0 · 2 bedrooms · 1 bed · 1 bath,1932458,Zak,Providence,Cranston,41.7714,-71.468918,Entire home/apt,180,1,27,2023-12-22,1.37,1,278,8,RE.01346-STR
19388569,Rental unit in Providence · ★4.86 · 1 bedroom · 1 bed · 1 bath,75297967,Air Hostd,Providence,Providence,41.82268,-71.41499,Entire home/apt,86,3,221,2023-11-12,2.78,22,0,23,RE.01062-STR
19433812,Home in Westerly · ★4.75 · 3 bedrooms · 9 beds · 2.5 baths,65464056,Samuel,Washington,Westerly,41.33748,-71.79268,Entire home/apt,250,3,56,2023-08-09,0.84,1,89,2,
19450835,Home in Newport · ★4.94 · 5 bedrooms · 6 beds · 3 baths,6159764,Judith,Newport,Newport,41.4904,-71.31552,Entire home/apt,871,3,16,2023-06-27,0.23,1,350,5,RE.00342-STR
19456400,Home in Narragansett · ★4.78 · 5 bedrooms · 5 beds · 3 baths,135075671,James,Washington,Narragansett,41.48155,-71.434,Entire home/apt,400,4,51,2023-08-21,0.66,2,202,7,RE.05053-STR
19469891,Guesthouse in Newport · ★4.86 · 1 bedroom · 1 bed · 1 bath,136589088,Noreen,Newport,Newport,41.46401,-71.30975,Entire home/apt,207,2,56,2023-10-08,0.72,2,363,5,
19497530,Rental unit in Newport · ★4.94 · 2 bedrooms · 2 beds · 1 bath,93525242,Whitney,Newport,Newport,41.48458,-71.31059,Entire home/apt,271,3,94,2023-10-29,1.20,2,91,15,889
19516351,Cottage in South Kingstown · ★4.89 · 2 bedrooms · 3 beds · 1 bath,95450154,Greg,Washington,South Kingstown,41.38622,-71.52519,Entire home/apt,200,1,94,2023-10-29,1.19,3,264,17,
19524025,Home in Middletown · ★4.88 · 3 bedrooms · 3 beds · 3 baths,137115589,Katie,Newport,Middletown,41.50231,-71.27188,Entire home/apt,346,3,25,2023-10-10,0.32,1,231,3,
19529893,Home in Narragansett · ★4.93 · 5 bedrooms · 6 beds · 3 baths,12164736,Marisa,Washington,Narragansett,41.39124,-71.48749,Entire home/apt,450,3,57,2023-09-04,0.72,2,57,1,RE.01770-STR
19540745,Home in Newport · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,105254646,Tim,Newport,Newport,41.48018,-71.31539,Entire home/apt,995,5,10,2023-06-05,0.13,1,325,1,
19541219,Rental unit in South Kingstown · ★4.77 · 1 bedroom · 2 beds · 1 bath,137261224,Lynda,Washington,South Kingstown,41.38505,-71.61431,Entire home/apt,162,1,134,2023-10-01,1.71,2,242,17,
19565020,Rental unit in Newport · ★4.89 · 2 bedrooms · 2 beds · 1 bath,46559677,Jeffrey,Newport,Newport,41.48257,-71.30445,Entire home/apt,202,3,89,2023-10-16,1.13,3,108,18,State Registration #: 04094-STR City Registration#: 412 & 482
19570218,Home in Newport · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,37999021,Hugh / Ned  (Nickname),Newport,Newport,41.47559,-71.31603,Private room,206,2,87,2023-10-08,1.27,2,361,18,
19583573,Home in South Kingstown · 1 bedroom · 2 beds · 1 bath,137648419,Chris,Washington,South Kingstown,41.38585,-71.52742,Entire home/apt,135,7,0,,,1,173,0,
19605277,Place to stay in Newport · ★4.81 · 1 bedroom · 1 bed · 1 private bath,32576034,Frances,Newport,Newport,41.49173,-71.32096,Private room,299,2,26,2023-08-07,0.39,1,269,2,
19608697,Cottage in Newport · ★4.95 · 1 bedroom · 1 bed · 1 private bath,137880136,Mary,Newport,Newport,41.47189,-71.31464,Private room,222,3,41,2023-10-15,0.52,1,213,10,
19636447,Rental unit in South Kingstown · ★4.89 · 1 bedroom · 3 beds · 1 bath,10372797,Nicole,Washington,South Kingstown,41.39953,-71.52415,Entire home/apt,350,1,154,2023-09-04,1.96,1,180,7,
19649186,Rental unit in Bristol · ★4.94 · 2 bedrooms · 3 beds · 1 bath,31250254,Claire,Bristol,Bristol,41.67105,-71.26658,Entire home/apt,154,1,420,2023-11-05,5.34,1,160,47,RE.00807-STR
19657245,Home in Narragansett · ★4.58 · 4 bedrooms · 4 beds · 2.5 baths,138379724,David,Washington,Narragansett,41.39237,-71.48113,Entire home/apt,525,7,12,2022-08-28,0.15,1,153,0,RE.00313-STR
19688603,Home in South Kingstown · ★4.85 · 1 bedroom · 1 bed · 1 private bath,137261224,Lynda,Washington,South Kingstown,41.38494,-71.61226,Private room,109,1,96,2023-09-16,1.22,2,249,17,
19729163,Cottage in Charlestown · ★4.88 · 3 bedrooms · 3 beds · 1 bath,11950136,Elizabeth Anne,Washington,Charlestown,41.36075,-71.62721,Entire home/apt,358,1,123,2023-12-27,1.60,1,267,42,RE.01904-STR
19790464,Guest suite in Bristol · ★4.93 · 1 bedroom · 1 bed · 1 bath,139749683,Allyson,Bristol,Bristol,41.70198,-71.27418,Entire home/apt,150,2,98,2023-10-22,1.25,1,364,15,
19790852,Home in Narragansett · ★4.96 · 4 bedrooms · 5 beds · 2 baths,29820861,Dionne,Washington,Narragansett,41.42815,-71.4632,Entire home/apt,400,1,111,2023-11-25,1.47,1,0,19,RE.00448-STR
19801627,Guest suite in South Kingstown · ★5.0 · Studio · 2 beds · 1 bath,139858227,Margaret,Washington,South Kingstown,41.45981,-71.52864,Entire home/apt,200,3,81,2023-08-26,1.03,1,211,8,
19808602,Rental unit in Jamestown · ★4.89 · 1 bedroom · 1 bed · 1 bath,31141799,Raymond,Newport,Jamestown,41.49736,-71.36775,Entire home/apt,295,2,65,2023-08-28,0.83,3,266,6,
19822856,Home in Newport · ★4.70 · 2 bedrooms · 2 beds · 3.5 baths,78139874,Chris,Newport,Newport,41.47764,-71.31519,Entire home/apt,337,2,50,2023-11-25,0.79,22,295,9,01359-STR
19823169,Townhouse in Newport · ★4.81 · 3 bedrooms · 3 beds · 3.5 baths,78139874,Chris,Newport,Newport,41.47771,-71.31338,Entire home/apt,404,2,91,2023-11-24,1.37,22,274,16,01360-STR
19823446,Home in Middletown · ★4.83 · 4 bedrooms · 4 beds · 2 baths,129627655,Paul,Newport,Middletown,41.49795,-71.27878,Entire home/apt,800,4,24,2023-08-25,0.36,3,88,3,
19824466,Bed and breakfast in Newport · 1 bedroom · 1 bed · 1 private bath,35295592,Romana,Newport,Newport,41.49205,-71.30261,Private room,205,1,0,,,2,137,0,
19845908,Rental unit in Cranston · ★4.76 · 1 bedroom · 2 beds · 1 bath,13609368,Eric,Providence,Cranston,41.79419,-71.45182,Entire home/apt,75,7,25,2023-10-01,0.32,2,27,5,
19869111,Condo in Newport · ★4.82 · 2 bedrooms · 4 beds · 2 baths,24584688,Christine,Newport,Newport,41.49031,-71.3198,Entire home/apt,475,2,22,2023-09-17,0.32,7,2,5,202933
19877032,Rental unit in Newport · ★4.81 · Studio · 1 bed · 1 bath,32081408,David,Newport,Newport,41.48983,-71.31439,Entire home/apt,87,1,169,2023-12-26,2.15,7,0,39,
19901202,Boutique hotel in Newport · ★5.0 · 3 bedrooms · 3 beds,97763642,Pelham Court,Newport,Newport,41.48636,-71.31429,Hotel room,415,1,53,2023-12-10,0.69,5,62,15,RE.00401-STR
19912404,Home in Narragansett · ★4.84 · 3 bedrooms · 3 beds · 1 bath,141029660,Lauren And Craig,Washington,Narragansett,41.48109,-71.43953,Entire home/apt,300,3,105,2023-08-27,1.36,1,108,5,RE.01327-STR
19930187,Cottage in Bristol · ★4.91 · 3 bedrooms · 4 beds · 1 bath,141203627,Steven & Erin,Bristol,Bristol,41.70858,-71.25351,Entire home/apt,221,2,180,2023-11-26,2.31,3,27,28,RE.00318-STR
19942556,Home in South Kingstown · ★4.60 · 4 bedrooms · 5 beds · 4.5 baths,141325860,Emily,Washington,South Kingstown,41.4289,-71.5134,Entire home/apt,950,7,5,2022-08-25,0.12,7,15,0,
19978767,Home in Westerly · ★4.97 · 4 bedrooms · 4 beds · 2.5 baths,26651717,Kristine,Washington,Westerly,41.33475,-71.83383,Entire home/apt,1200,5,31,2023-09-05,0.40,1,311,5,
19981397,Guest suite in Newport · ★4.98 · 1 bedroom · 1 bed · 1 private bath,25817801,Kyle,Newport,Newport,41.498,-71.30157,Private room,150,2,175,2023-10-14,2.23,1,73,26,
19983622,Home in Providence · ★4.95 · 2 bedrooms · 5 beds · 2 baths,12870815,Yosefa,Providence,Providence,41.81712,-71.43416,Entire home/apt,258,2,258,2023-10-23,3.29,2,90,38,
20000296,Rental unit in Providence · ★4.83 · 1 bedroom · 2 beds · 1 bath,75297967,Air Hostd,Providence,Providence,41.82268,-71.41499,Entire home/apt,89,3,291,2023-12-10,3.71,22,0,37,RE.01062-STR
20012852,Home in North Kingstown · ★4.98 · 4 bedrooms · 9 beds · 3 baths,142073130,Tricia,Washington,North Kingstown,41.54541,-71.47274,Entire home/apt,650,7,41,2023-09-04,0.76,1,201,5,RE-00374  STR
20030476,Home in North Kingstown · 3 bedrooms · 5 beds · 3 baths,58478203,Lisa,Washington,North Kingstown,41.57849,-71.43734,Entire home/apt,829,3,0,,,1,83,0,
20049817,Home in Middletown · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,142442455,Coleen,Newport,Middletown,41.54658,-71.29871,Entire home/apt,249,2,77,2023-11-13,1.00,1,0,8,22-19
20065881,Rental unit in Jamestown · ★4.88 · 1 bedroom · 1 bed · 1 bath,31141799,Raymond,Newport,Jamestown,41.49595,-71.367,Entire home/apt,295,2,51,2023-08-20,0.65,3,269,5,
20066328,Home in Narragansett · ★4.62 · 2 bedrooms · 3 beds · 1 bath,142613076,Adriane,Washington,Narragansett,41.36417,-71.48874,Entire home/apt,109,1,199,2023-12-17,2.58,1,0,34,
20085585,Home in Middletown · ★4.91 · 4 bedrooms · 5 beds · 2.5 baths,142805786,Kate,Newport,Middletown,41.49416,-71.27946,Entire home/apt,536,3,33,2023-10-09,0.43,1,323,3,
20090866,Guest suite in Newport · ★4.90 · 1 bedroom · 1 bed · 1 bath,27268443,Lisel,Newport,Newport,41.49184,-71.31998,Entire home/apt,121,2,154,2023-12-18,1.98,40,182,41,State of RI: RE 02267-STR Newport: STR 505
